51.939003,4.422611
51.889454,4.4627595
51.892506,4.516572
51.921535,4.5128555
51.883568,4.473769
51.901318,4.4783344
51.892124,4.529915
51.933178,4.459346
51.92442,4.4777327
51.87015,4.500467
51.8842,4.5561776
51.901318,4.4783344
51.92458,4.4791293
51.921597,4.489162
51.92959,4.458834
51.923412,4.552394
51.86509,4.472695
51.965214,4.576558
51.914276,4.4510674
51.92001,4.47594
51.898487,4.4814577
51.894505,4.5028396
51.89663,4.4511323
51.950855,4.5030274
51.918118,4.4471755
51.906013,4.4758105
51.932915,4.499112
51.92959,4.458834
51.950855,4.5030274
51.915165,4.4881916
51.910385,4.4548974
51.92132,4.4752603
51.91752,4.474981
51.895424,4.484278
51.897152,4.542665
51.964592,4.5316405
51.91752,4.474981
51.893635,4.5142984
51.874786,4.4698963
51.874786,4.4698963
51.874786,4.4698963
51.892155,4.5330396
51.920578,4.4572735
51.899506,4.5545545
51.939663,4.473552
51.886684,4.474489
51.898487,4.4814577
51.875504,4.536459
51.918434,4.4518957
51.913677,4.435146
51.88495,4.469262
51.894505,4.5028396
51.88304,4.5009847
51.893646,4.5096226
51.92244,4.4868264
51.914776,4.431739
51.886944,4.5193133
51.941734,4.4237037
51.91773,4.466226
51.886684,4.474489
51.876476,4.4735103
51.901318,4.4783344
51.91856,4.4432936
51.87523,4.437104
51.91773,4.466226
51.886642,4.5167313
51.91484,4.418641
51.962273,4.509861
51.914658,4.5160117
51.89663,4.4511323
51.913338,4.5092754
51.90845,4.519451
51.90154,4.5480175
51.895283,4.4513774
51.928623,4.5469213
51.949524,4.5146794
51.893646,4.5096226
51.914658,4.438278
51.927773,4.4562583
51.956905,4.561589
51.91752,4.474981
51.94829,4.5483336
51.91752,4.474981
51.976967,4.583301
51.964344,4.530764
51.965633,4.5671067
51.958084,4.5312233
51.92895,4.5579653
51.892937,4.570004
51.921535,4.5128555
51.98573,4.588675
51.957085,4.4724436
51.92959,4.458834
51.90845,4.519451
51.928913,4.4920325
51.92959,4.458834
51.90845,4.519451
51.901318,4.4783344
51.912766,4.5086527
51.901318,4.4783344
51.92244,4.4868264
51.908722,4.4780846
51.915596,4.424525
51.92001,4.47594
51.921707,4.51491
51.8964,4.510608
51.92244,4.4868264
51.92959,4.458834
51.894505,4.5028396
51.92132,4.4752603
51.925446,4.4652414
51.92959,4.458834
51.92001,4.47594
51.8902,4.471036
51.88838,4.4787345
51.92001,4.47594
51.922176,4.4900517
51.92244,4.4868264
51.937542,4.4756856
51.894157,4.57129
51.94095,4.453498
51.894157,4.57129
51.906013,4.4758105
51.963463,4.569408
51.893265,4.49084
51.893646,4.5096226
51.941006,4.4316025
51.88608,4.4692264
51.894123,4.487697
51.918434,4.4518957
51.915936,4.501224
51.916653,4.4634075
51.92959,4.458834
51.91752,4.474981
51.88876,4.4808674
51.877014,4.541309
51.886642,4.5167313
51.92001,4.47594
51.92132,4.4752603
51.92132,4.4752603
51.92132,4.4752603
51.873108,4.471603
51.92001,4.47594
51.92244,4.4868264
51.87749,4.498106
51.883568,4.473769
51.893646,4.5096226
51.92132,4.4752603
51.92959,4.458834
51.892124,4.529915
51.91331,4.4958854
51.91752,4.474981
51.892124,4.529915
51.92442,4.4777327
51.890602,4.4792366
51.913204,4.459957
51.932896,4.4548407
51.91752,4.474981
51.87907,4.5265274
51.890938,4.4235344
51.92132,4.4752603
51.898487,4.4814577
51.88724,4.4937835
51.872944,4.46265
51.87986,4.5589104
51.873367,4.5215626
51.893646,4.5096226
51.922176,4.4900517
51.955338,4.541224
51.932503,4.484116
51.934044,4.42452
51.898487,4.4814577
51.92959,4.458834
51.963463,4.569408
51.86509,4.472695
51.912304,4.5201497
51.963535,4.472566
51.892124,4.529915
51.92244,4.4868264
51.902687,4.460467
51.874367,4.4305754
51.923016,4.5499706
51.932716,4.4586415
51.893646,4.5096226
51.90845,4.519451
51.912304,4.5201497
51.893646,4.5096226
51.936108,4.480423
51.918247,4.5114245
51.90845,4.519451
51.893646,4.5096226
51.921993,4.4973645
51.898487,4.4814577
51.933414,4.5428686
51.92959,4.458834
51.914204,4.494432
51.94361,4.5684476
51.92458,4.4791293
51.908005,4.4507446
51.919106,4.4716763
51.911903,4.521895
51.902687,4.460467
51.91616,4.485734
51.928616,4.420086
51.92442,4.4777327
51.94095,4.453498
51.893055,4.541783
51.943554,4.4212117
51.911797,4.504671
51.90562,4.5030413
51.92244,4.4868264
51.90731,4.4631815
51.902687,4.460467
51.90731,4.4631815
51.92244,4.4868264
51.895424,4.484278
51.927773,4.4562583
51.90731,4.4631815
51.888138,4.4953356
51.902687,4.460467
51.907616,4.5256386
51.88521,4.5128946
51.895424,4.484278
51.94095,4.453498
51.92244,4.4868264
51.927666,4.1834216
51.969402,4.576186
51.909286,4.4705725
51.895424,4.484278
51.94095,4.453498
51.969692,4.5655913
51.91616,4.485734
51.875797,4.496851
51.928234,4.5077434
51.90731,4.4631815
51.922188,4.457536
51.902687,4.460467
51.92244,4.4868264
51.92244,4.4868264
51.927773,4.4562583
51.90731,4.4631815
51.94095,4.453498
51.92244,4.4868264
51.902687,4.460467
51.927666,4.1834216
51.94095,4.453498
51.902687,4.460467
51.927666,4.1834216
51.927666,4.1834216
51.895424,4.484278
51.902687,4.460467
51.897903,4.521184
51.8944,4.516672
51.913017,4.496301
51.88724,4.4937835
51.914276,4.4598336
51.91153,4.522203
51.901318,4.4783344
51.958904,4.469967
51.906013,4.4758105
51.92244,4.4868264
51.892677,4.5007024
51.921844,4.448393
51.918247,4.5114245
51.92132,4.4752603
51.88496,4.508854
51.91669,4.4209857
51.88657,4.5159335
51.92738,4.4692364
51.92244,4.4868264
51.92959,4.458834
51.92001,4.47594
51.914516,4.4672847
51.92001,4.47594
51.922573,4.557845
51.913677,4.435146
51.893646,4.5096226
51.92244,4.4868264
51.893646,4.5096226
51.92132,4.4752603
51.943874,4.562786
51.90162,4.486336
51.893646,4.5096226
51.892494,4.42123
51.90562,4.5030413
51.91251,4.4392767
51.92132,4.4752603
51.886173,4.536351
51.88964,4.545308
51.894913,4.498233
51.92001,4.47594
51.901237,4.4570193
51.92132,4.4752603
51.9101,4.477692
51.901318,4.4783344
51.901318,4.4783344
51.92132,4.4752603
51.914204,4.494432
51.923813,4.5105376
51.92132,4.4752603
51.893646,4.5096226
51.893646,4.5096226
51.898674,4.5438743
51.901318,4.4783344
51.92001,4.47594
51.912544,4.4660444
51.90703,4.4440346
51.893646,4.5096226
51.92132,4.4752603
51.92001,4.47594
51.893646,4.5096226
51.893646,4.5096226
51.964123,4.4955573
51.893646,4.5096226
51.874157,4.4826903
51.92132,4.4752603
51.92244,4.4868264
